timestamp,action,price,qty,cash_available,shares_held
2026-09-01 23:02:57,SELL,100.1300,40.1660
2026-09-01 23:28:26,BUY,99.8100,36.8070
2026-09-01 23:51:42,SELL,100.2100,36.8070
2026-09-02 00:01:10,BUY,100.0500,35.6280
2026-09-02 00:02:49,SELL,100.4500,35.6280
2026-09-02 00:32:20,BUY,99.8600,35.7030
2026-09-02 01:02:48,SELL,100.2600,35.7030
2026-09-02 01:03:16,BUY,99.6300,34.8550
2026-09-02 01:36:42,BUY,99.4193,33.7310
2026-09-02 02:02:54,SELL,99.8400,33.7310
2026-09-02 02:02:54,SELL,100.0400,34.8550
2026-09-02 02:07:56,BUY,99.1400,34.6770
2026-09-02 02:30:03,SELL,99.6500,34.6770
2026-09-02 02:38:42,BUY,99.6100,34.5680
2026-09-02 03:01:54,SELL,100.0100,34.5680
2026-09-02 03:09:57,BUY,100.0000,34.4220
2026-09-02 03:11:50,SELL,100.4000,34.4220
2026-09-02 03:40:50,BUY,100.3400,34.3020
2026-09-02 04:02:52,SELL,100.7600,34.3020
2026-09-02 04:12:00,BUY,99.8400,34.4830
2026-09-02 04:23:52,SELL,100.2400,34.4830
2026-09-02 04:43:43,BUY,100.0359,34.0660
2026-09-02 05:02:52,SELL,100.4500,34.0660
2026-09-02 05:14:43,BUY,100.0400,34.0710
2026-09-02 05:18:01,SELL,100.4400,34.0710
2026-09-02 05:48:13,BUY,100.3367,34.0010
2026-09-02 06:02:55,SELL,100.7400,34.0010
2026-09-02 06:29:03,BUY,99.9400,31.1400
2026-09-02 07:02:57,SELL,100.3400,31.1400
2026-09-02 07:03:24,BUY,100.0500,29.9350
2026-09-02 07:38:09,BUY,99.9500,28.8620
2026-09-02 08:02:52,SELL,100.3500,28.8620
2026-09-02 08:02:52,SELL,100.4500,29.9350
2026-09-02 08:09:09,BUY,99.8900,29.6180
2026-09-02 08:46:29,BUY,99.1400,28.2580
2026-09-02 09:02:52,SELL,99.5400,28.2580
2026-09-02 09:02:52,SELL,100.3400,29.6180
2026-09-02 09:20:59,BUY,99.1500,28.2250
2026-09-02 09:52:02,BUY,98.6500,27.6040
2026-09-02 10:02:56,SELL,99.1100,27.6040
2026-09-02 10:02:56,SELL,99.5500,28.2250
2026-09-02 13:59:27,BUY,99.0600,28.2200
2026-09-02 14:02:59,SELL,99.4600,28.2200
2026-09-02 14:30:36,BUY,99.2600,28.1250
2026-09-02 15:01:25,BUY,98.7100,27.5890
2026-09-02 15:02:49,SELL,99.1900,27.5890
2026-09-02 15:02:49,SELL,99.7900,28.1250
2026-09-02 15:58:10,BUY,99.1700,27.8590
2026-09-02 15:59:14,SELL,98.5027,651.6834
2026-09-02 16:02:55,SELL,99.5700,27.8590
2026-09-02 16:30:03,BUY,99.5100,43.8610
2026-09-02 17:01:05,BUY,98.8400,43.0660,165972.80,86.8920
2026-09-02 17:03:15,SELL,99.9100,43.8260,178993.61,-43.8260
2026-09-02 17:03:15,SELL,99.2400,43.0315,178885.41,-43.0315
2026-09-02 17:38:11,BUY,98.8300,42.2830,162871.93,118.7709
2026-09-02 17:48:53,SELL,99.2300,42.2830,171260.02,34.1711
2026-09-02 18:08:36,SELL,99.2196,76.4541,178769.61,-41.5879
2026-09-02 18:39:21,BUY,99.2500,43.9650,170276.29,43.9650
2026-09-02 19:03:06,SELL,99.6900,43.9298,179031.51,-43.9298
2026-09-02 19:10:12,BUY,99.5600,43.8780,170283.66,43.8780
